(-6.00, 0.00, -4.00)|(4.00, 2.00, -8.00)|0|1|0|2.361179
(-2.00, 0.00, -4.00)|(0.00, 2.00, -4.00)|0|1|0|-0.1547609
(6.00, 0.00, 0.00)|(6.00, 2.00, 4.00)|0|1|0|2.298179
(4.00, 0.00, -2.00)|(0.00, 2.00, -6.00)|0|1|0|4.16166
(0.00, 0.00, 0.00)|(-6.00, 0.00, 2.00)|0|1|0|-0.1419028
(2.00, 0.00, -4.00)|(6.00, 2.00, 0.00)|0|1|0|-0.08835001
(0.00, 0.00, 6.00)|(-6.00, 2.00, 8.00)|0|1|0|-0.158796
(4.00, 0.00, -2.00)|(-6.00, 2.00, 10.00)|0|1|0|3.143169
(4.00, 0.00, 4.00)|(-4.00, 2.00, -2.00)|0|1|0|2.273166
(-4.00, 0.00, -2.00)|(-2.00, 2.00, -6.00)|0|1|0|1.759657
(-4.00, 0.00, -6.00)|(12.00, 2.00, -10.00)|0|1|0|-0.015
(-4.00, 0.00, 6.00)|(-4.00, 2.00, -2.00)|0|1|0|2.708265
(4.00, 0.00, 4.00)|(0.00, 2.00, 6.00)|0|0|0|-0.1565629
(-2.00, 0.00, -2.00)|(0.00, 2.00, 2.00)|0|1|0|-0.08835001
(6.00, 0.00, -6.00)|(-4.00, 2.00, -4.00)|0|1|0|2.566046
(0.00, 0.00, -6.00)|(2.00, 2.00, -8.00)|0|1|0|-0.015
(-4.00, 0.00, 0.00)|(-4.00, 2.00, 0.00)|0|1|0|1.617873
(6.00, 0.00, 2.00)|(4.00, 2.00, -4.00)|0|0|0|-0.1419028
(2.00, 0.00, 8.00)|(10.00, 2.00, -6.00)|0|1|0|0.4203905
(-2.00, 0.00, -4.00)|(0.00, 2.00, 0.00)|0|1|0|-0.1319275
(-4.00, 0.00, -6.00)|(0.00, 2.00, -4.00)|0|1|0|-0.08835001
(0.00, 0.00, -6.00)|(-6.00, 2.00, -8.00)|0|1|0|3.261179
(-2.00, 0.00, -4.00)|(-2.00, 2.00, -2.00)|0|1|0|2.005707
(2.00, 0.00, -2.00)|(-2.00, 2.00, -4.00)|0|1|0|-0.08835001
(-2.00, 0.00, -4.00)|(-2.00, 2.00, 2.00)|0|1|0|0.3009064
(-4.00, 0.00, -4.00)|(-2.00, 2.00, 4.00)|0|0|0|-0.015
(-2.00, 0.00, -2.00)|(-2.00, 2.00, -2.00)|0|1|0|2.588264
(-2.00, 0.00, -4.00)|(-6.00, 2.00, 0.00)|0|0|0|2.948098
(0.00, 0.00, -4.00)|(2.00, 2.00, -2.00)|0|1|0|-0.1477393
(2.00, 0.00, 4.00)|(4.00, 2.00, 2.00)|0|1|0|4.531657
(-2.00, 0.00, -6.00)|(-6.00, 2.00, 0.00)|0|1|0|2.185707
(-4.00, 0.00, 0.00)|(-2.00, 2.00, 2.00)|0|1|0|1.767064
(-2.00, 0.00, -4.00)|(-4.00, 2.00, -2.00)|0|1|0|-0.015
(0.00, 0.00, 6.00)|(2.00, 2.00, 2.00)|0|1|0|2.738265
(0.00, 0.00, 2.00)|(-2.00, 2.00, 2.00)|0|0|0|1.549708
(-2.00, 0.00, 2.00)|(0.00, 2.00, 10.00)|0|1|0|-0.015
(-4.00, 0.00, -4.00)|(6.00, 2.00, -10.00)|0|1|0|2.858265
(-4.00, 0.00, 0.00)|(4.00, 2.00, -10.00)|0|0|0|0.593626
(-4.00, 0.00, -2.00)|(2.00, 2.00, -4.00)|0|1|0|2.425708
(-4.00, 0.00, -2.00)|(0.00, 2.00, 0.00)|0|1|0|2.399467
(-4.00, 0.00, -2.00)|(-2.00, 2.00, 6.00)|0|1|0|5.451524
(4.00, 0.00, 2.00)|(-2.00, 2.00, 0.00)|0|1|0|1.348949
(-4.00, 0.00, -2.00)|(-2.00, 2.00, -2.00)|0|0|0|2.5087
(6.00, 0.00, 4.00)|(6.00, 2.00, -4.00)|0|1|0|-0.015
(0.00, 0.00, 4.00)|(2.00, 2.00, 2.00)|0|1|0|-0.1559882
(0.00, 0.00, 6.00)|(2.00, 2.00, -8.00)|0|0|0|2.67165
(-2.00, 0.00, 6.00)|(-2.00, 2.00, -12.00)|0|1|0|-0.1587188
(0.00, 0.00, -6.00)|(-6.00, 2.00, 2.00)|0|1|0|1.585238
(-4.00, 0.00, 6.00)|(-12.00, 2.00, 0.00)|0|1|0|0.8612324
(-2.00, 0.00, -4.00)|(-10.00, 2.00, -4.00)|0|1|0|1.371189
(0.00, 0.00, -4.00)|(-10.00, 2.00, 0.00)|0|1|0|-0.1505324
(4.00, 0.00, -2.00)|(-10.00, 2.00, 0.00)|0|1|0|-0.1288203
(6.00, 0.00, -2.00)|(-4.00, 2.00, 4.00)|0|1|0|-0.015
(-4.00, 0.00, 2.00)|(-2.00, 2.00, 0.00)|0|1|0|2.185619
(4.00, 0.00, 2.00)|(-10.00, 2.00, -2.00)|0|0|0|0.7111838
(-4.00, 0.00, 2.00)|(0.00, 2.00, 2.00)|0|1|0|1.105239
(0.00, 0.00, -6.00)|(-8.00, 2.00, 12.00)|0|1|0|0.6846377
(-4.00, 0.00, 0.00)|(4.00, 2.00, 2.00)|0|0|0|0.6838314
(-4.00, 0.00, -4.00)|(-12.00, 2.00, 12.00)|0|0|0|-0.1419028
(0.00, 0.00, 0.00)|(8.00, 0.00, -6.00)|0|1|0|1.951649
(-2.00, 0.00, -6.00)|(2.00, 2.00, 0.00)|0|1|0|-0.015
(-2.00, 0.00, -4.00)|(-2.00, 2.00, 0.00)|0|1|0|0.2618256
(-4.00, 0.00, 2.00)|(2.00, 2.00, 12.00)|0|0|0|-0.015
(-2.00, 0.00, 6.00)|(-2.00, 2.00, 4.00)|0|1|0|1.526056
(-4.00, 0.00, 2.00)|(-2.00, 2.00, -8.00)|0|0|0|-0.05759426
(-4.00, 0.00, 2.00)|(6.00, 2.00, 2.00)|0|0|0|0.007432787
(-4.00, 0.00, -4.00)|(12.00, 2.00, 10.00)|0|1|0|-0.015
(0.00, 0.00, -4.00)|(0.00, 2.00, 0.00)|0|1|0|-0.08173501
